playerid,source_player_name
50459,Maddox Dagenais
50460,Ryan Howard
50461,Thomas Laferrière
50462,Charlie Morrison
50463,Jayden Rousseau
50464,Michael Arsenault
50465,Loic Francoeur
50466,Anthony Gaudet
50467,Drew Allison
50468,Samuel Brunet
50470,Elliot Wright
50471,Benjamin Cossette Ayotte
50472,Jacob Gouchie
50473,Benjamin Olivier
50474,Jakob Hanlan
50475,Malik Houle
52063,Ryan Fletcher
52064,Iain Wintle
52097,Hudson Bradley
52114,Antoine L'Italien
52115,Luca Scartozzi
52124,Mathis Lacroix-Goulet
52404,Gabriel-Alexis Bisson
52482,Marc-Olivier Proteau
52483,Samuel Provost
52542,Dylan Laframboise
52568,Brandon Delarosbil
52569,Emerik Paris
52879,Jude Herron
52880,Alexandre Taillefer
52896,Jacob Gomez
52932,Alexandre Perreault
52961,Tristan Langlois
52998,Charles-Antoine Dubé
53018,Mathieu Gosselin
53149,Nathan St-Pierre
53150,Elliott Duguay
54973,Rafaël Courchesne
54991,Sébastien Côté
55011,Ryan Gagné
55020,Zachary Bridgeo
55021,Émil Leroux
50518,Lochlan Tetarenko
50519,Cooper Williams
50520,Josh McGregor
50521,Dane Pyatt
50522,Rhett Sather
50523,Nolan Saunderson
50524,Ethan Hamilton
50525,Jordan Duguay
50527,David Hoy
50529,Dryden Deobald
50530,Mason Mykichuk
50531,Kash Alger-East
50532,Layne Schofield
50533,Nolan Stewart
50535,Dermot Johnston
50536,Townes Kozicky
50537,Kayden Lemire
50538,Patrick Sopiarz
50568,Ryan Boyce
50574,Tristen Buckley
50582,Casey Brown
50584,Eli McKamey
50586,Callum Stone
50615,Tyson Moss
50626,Ben MacBeath
50628,Carson Olsen
50667,Carter Matthews
50668,Owen McCarthy
50693,Noah Kosick
50719,Noa Ta'Amu
50721,Luke Ruptash
50722,Riley Steen
50725,Nolan Schmidt
50730,Levi Benson
50731,Kanjyu Gojsic
50732,Rowan Guest
50733,Jacob Henderson
50734,Jaxon Kehrig
50735,Connor Pankratz
50736,Kalder Varga
50737,Carter Kingerski
50738,Braydon Riggall
50739,Cruz Waltze
50741,Nolan Chastko
50742,Landon DuPont
50743,Kaeson Fisher
50779,Josh Evaschesen
50992,Owen Dewitt
51159,Zachary Lansard
51221,Hunter Aura
51222,Rylan Ng
51225,Owen Cooper
51340,Blake Vanek
53155,Liam Sztuska
53158,Jacob Boucher
53262,Félix Langlois
53293,Brayden Besner
53328,Parker Forlin
49739,Nicklas Numminen
50391,Léo Gauthier
59203,Lincoln Krizizke
59205,Kristopher Richards
59209,Caden Dabrowski
14961,Aliaksei Protas
14978,Nils Höglander
14986,Jesper Wallstedt
15007,Justus Annunen
15077,Kaapo Kakko
15080,Mikko Kokkonen
17347,Maxim Groshev
17359,Ryland Mosley
17425,Jamie Drysdale
17431,Tye Kartye
17460,Valtteri Puustinen
17582,Artur Akhtyamov
17648,Pavol Regenda
17674,Calle Clang
17695,Emil Andrae
17743,Erik Portillo
51442,Arseni Anisimov
53497,Cole MacLeod
53499,Cohen Lesperance-Spack
53500,Evan Weeks
53501,Nicholas Petrut
53525,Cole Bent
53530,Michel Myloserdnyy
53630,Xavier Sabourin
53631,Joshua Henry
53632,Olivier Boutin
53633,Samuel Rochon
53635,Tucker Makinen
53636,Lynden Larsen
53648,Mathis Landry
53653,Nicolas Gillham-Cirka
53656,Justin Lachance
53657,Charles Laforest
53658,Anthony Dontigny
53670,Justin Chiras
53671,Jake Poirier
53672,Matthew Krayer
53674,John Lumsden
53675,Gavin Smith
53676,Rafaël Cloutier
53779,Logan Trewin
53808,Loïc Poirier
53809,Étienne Maheu
53871,Aiden Kirkwood
54129,Dylan Allie
54130,Alex Dagenais
54145,Samuel Fontaine
54432,Noah Florent
54469,Jaxon Somers
54470,Lou-Félix Morin
54518,Jacob Hamel
54625,Giovanni Collin
54713,Niko El Khouri
54791,Isaac-Olivier Yalessa-Ockandi
54818,Jérémy Jarret
54850,Vincent Gaudette
54870,William Faucher
54952,Anthony Catanzariti
54953,Cohen Paquet
54960,Justin Giguère
51610,Carson Deichert
51611,Maxon Johnston
51676,Prabh Bhathal
51709,Chase Surkan
51961,Carter Cunningham
51991,Max Silver
52049,Brock Cripps
52099,Will Scott
52100,Reid Soper
52120,Jan Trefný
52221,Jacob Schwartz
52486,Stepan Kuryachenkov
52543,Jace Egland
52557,Blake Chorney
25955,Nicolas Ruccia
25956,François-James Buteau
25961,Markus Vidicek
25966,Alex Carr
25975,Yoan Loshing
25977,Sam Oliver
25981,Nathan Drapeau
25983,Leighton Carruthers
25988,Antonin Verreault
25995,Matteo Mann
25998,Dyllan Gill
26000,Donovan Arsenault
26002,Luke Woodworth
26004,Justin Côté
26005,Pier-Olivier Roy
26017,Charles-Édward Gravel
26018,Brayden Schmitt
26020,Jonathan Fauchon
26032,Félix Gagnon
26033,Anthony Lavoie
26034,Isaac Ménard
26043,Dylan Andrews
26363,Francesco Iasenza
26408,Braeden MacPhee
26748,Emeric Gaudet
26794,Louis-Philippe Fontaine
26797,Riley Mercer
15081,Anton Lundell
43503,Niko Tournas
36472,Carson Campbell
15095,Samuel Hlavaj
15111,Egor Zamula
15113,Kirill Marchenko
15116,Alexander Romanov
15119,Pavel Dorofeyev
15128,Lukas Dostal
15196,Jake Neighbours
15251,Vasily Podkolzin
56360,Aaron Murphy
15625,Pontus Holmberg
15628,Samuel Fagemo
59821,Jacob St-Cyr
59824,Olivier Bacon
29817,Hugo Primeau
29820,Emile Perron
29821,Cam Squires
29825,Preston Lounsbury
29829,Justin Boisselle
30097,Jérémie Minville
30165,Thomas Sirman
30201,Benjamin Vigneault
30214,Thomas Chafe
30216,Taos Jordan
30254,Loic Goyette
30257,Mathys Routhier
30281,Zakary Lavoie
30293,Charles Côté
30379,Émile Duquet
30437,Julien Paillé
30440,Ethan Montroy
30452,Natan Éthier
30545,Alexandre Blais
30720,Simon-Pier Brunet
18097,Jeff Malott
18179,Kaiden Guhle
18181,Ozzy Wiesblatt
18415,Isaac Poulter
18416,Nolan Allan
18431,Logan Stankoven
59213,Cooper Snee
59218,Anthony Thomas-Maroon
52697,Luke Wilfley
52853,Emil Dahlbäck
52897,Liam Myhre
52898,Finn Werner
52951,Ryan Gower
52952,Raiden LeGall
52962,Gage Nagel
52988,Ludovic Perreault
52989,Anders Miller
52990,Cash Christie
53014,Rhys Jamieson
53084,Andrei Molgachev
53090,Aaron Zulinick
53146,Owen Chapman
53232,Steele Bass
53300,Mason Kraft
53337,Nathan Maloney
53345,Jackson Kostiuk
53347,Ellis Mieyette
53498,Drake Mooney
53511,Eli Barrett
53526,Cohen Pentney
53527,Kayden Stroeder
53605,Linus Vieillard
53618,Jaggar John
15792,Danil Gushchin
53619,Easton Daneault
53620,Tyden Lafournaise
53621,Jacob Dumansky
53640,Cohen Lewko
53654,Ben Harvey
53665,Cameron Allard
53677,Koy Funk
53817,Matthew Kondro
53847,Kale McCann
53934,Kyle Jones
53935,Brock England
18806,Ethan Cardwell
18871,Joel Blomqvist
18874,Aatu Räty
23017,Devon Levi
23459,Lukas Reichel
23460,John Peterka
23529,Charles-Alexis Legault
23578,Frédéric Brunet
23587,Mikael Diotte
23590,Marc Gatcomb
23727,Ty Mueller
23912,Fyodor Svechkov
23958,Nikolas Matinpalo
24019,Taige Harding
24079,Trey Taylor
24146,Fabian Lysell
24315,Nikita Nesterenko
24323,Thomas Milic
24459,John Leonard
24549,Maxim Tsyplakov
24738,Artem Shlaine
24777,Jakub Brabenec
24788,David Jiricek
24825,Lucas Mercuri
53953,Joaquin Geras
53954,Noah Milford
53955,Grayson Tash
53972,Alexander Laing
54104,Alessandro Domenichelli
54185,Michael Mikan
54379,Owen Lunneborg
54420,Aiden Wagner
54451,Colt Carter
54460,Dylan Hurren
54508,Graeme Pickering
54534,Boston Tait
54539,Carter Moen
54586,Jesse McKinnon
54636,Filip Ruzicka
54793,Crew Martinson
54843,Triston Mitchell-McElhone
61036,Philippe Côté
61037,Léo-Gabriel Gosselin
61060,Alexis Gauthier
61184,Malik Desrochers
61253,Thomas Prévost
61254,Jayden Pominville
61427,William Dubé
61453,Jax Ginnish
61454,Sam Berthiaume
61525,Owen Mchale
61526,Vladimir Karabaev
61592,Raphaël Dupré
61593,Will Shearer
61615,Nolann Héroux
61733,Joseph Covelluzzi
61734,Phenwick MacLean
53496,Tucker Lyndaker
53616,Kevin Lysohir
53660,Parker Stockseth
53709,Luke Courtney
54131,Ethan Phillips
54132,Lars Hutson
54166,Nolen Geerdes
54177,William Dosan
54196,Jayden Kurtz
54198,Cole Braunshausen
54202,Cody Niesen
54203,Brock Cheslock
54207,Blake Sinclair
54213,Samuel Peckham
54214,Caleb Pittsley
54215,Mason West
57001,Case Hennessey
57238,Braeden Van Gelder
57353,Drew Mclennan
57467,Tomas Gagne
54216,Freddie Schneider
54220,Becker Wenkus
54221,Bode McConnell
54223,Jack Stanius
15795,Yegor Chinakhov
15807,Yaroslav Askarov
15813,Aku Räty
15819,Juuso Pärssinen
15824,Ville Heinola
15825,Christoffer Sedoff
15841,Samuel Knazko
1,Jeff Petry
15846,Elmer Söderblom
15857,Alexander Holtz
15859,Albert Johansson
15860,Philip Broberg
15863,Tobias Björnfot
15907,Sam Colangelo
15916,Jackson Lacombe
2,Taylor Hall
6,Jordan Eberle
7,Tyler Pitlick
17,Leon Draisaitl
24,Ryan Nugent-Hopkins
29,Curtis Lazar
36,Mark Stone
38,Mika Zibanejad
40,Cody Ceci
43,Erik Karlsson
102,Nick Leddy
16064,Jakub Lauko
16111,Will Cuylle
16116,Mads Sogaard
16135,Jack Thompson
16136,Quinton Byfield
16155,Vladislav Kolyachonok
16156,Luke Evangelista
16157,Antonio Stranges
103,Travis Hamonic
109,Ryan Strome
111,Anders Lee
16169,Tyson Foerster
16180,Jayden Struble
112,Brock Nelson
115,Casey Cizikas
148,Tanner Pearson
151,Anze Kopitar
155,Tyler Toffoli
159,Drew Doughty
54871,Adam Halat
54872,Cohen Williams
54961,Mathis Paull
54975,Jack Lavallee
54976,Grady Wedman
55003,Jensen Marsh
55012,Brady Craik
55049,Jake Evans
55057,Dallin Antos
55090,Gabriel O'Brien
37276,Nathan Aspinall
44772,Tristan Delisle
44773,Owen Griffin
44780,Aiden Young
44781,Matheas Stark
44782,Luca Romano
44783,Luke Ellinas
44784,Tanner Lam
44785,Cameron Reid
44786,Ethan Czata
44787,Ryan Roobroeck
44788,Urban Podrekar
44789,Ivan Galiyanov
44790,Artem Frolov
44791,Ryder Boulton
44792,Rene Van Bommel
44793,Alexei Medvedev
1396,Kris Letang
1591,Vitek Vanecek
1593,Nathan Walker
1603,Gustav Forsling
1605,Dennis Gilbert
1606,Erik Gustafsson
1608,John Hayden
1609,Vinnie Hinostroza
1622,Tyler Motte
1627,Artemi Panarin
1643,Teddy Blueger
16189,Dustin Wolf
1649,Jake Guentzel
1651,Tristan Jarry
61940,Reese Tracy
16213,Mavrik Bourque
16217,Xavier Bourgault
16224,Marco Rossi
16226,Arber Xhekaj
16229,Donovan Sebrango
16237,Kyle McDonald
16243,Elliot Desnoyers
16245,Jordan Spence
16251,Ryan Johnson
16260,Max Crozier
16261,Andre Lee
16268,Chase Bradley
16274,Jacob Moverare
16286,Lucas Raymond
16299,Jacob Gaucher
16325,Jeffrey Truchon-Viel
16366,Hendrix Lapierre
16381,Alexander Nikishin
16406,Ryan Schmelzer
16449,Sammy Walker
16465,Helge Grans
16483,Jared Davidson
16542,Moritz Seider
16587,Drew O'Connor
16597,Adam Edström
16637,Brandon Bussi
16651,Tyler Kleven
16654,Vincent Iorio
16864,Pyotr Kochetkov
16865,Daniil Tarasov
16884,Simon Holmström
16983,Rory Kerins
17051,Seth Jarvis
17193,Mitchell Gibson
17224,Matthew Knies
17229,Declan Carlile
17282,Michael Milne
17284,Mike Kesselring
17323,Alexandre Texier
17381,Owen Power
17425,Jamie Drysdale
17431,Tye Kartye
17460,Valtteri Puustinen
61941,Drake Gram
62009,Brock Fairbanks
17520,Tyler Tullio
17582,Artur Akhtyamov
55426,Zac Zimmerman
55427,Max Cullen
55429,Carver Hasbargen
55432,Evan Wanner
55435,Tyden Bergeson
55530,Sam Harris
55644,Landon Cottingham
55654,Mikey Conlon
247,Barclay Goodrow
273,Christopher Tanev
274,Bo Horvat
299,Josh Manson
304,Kyle Palmieri
305,Corey Perry
306,Rickard Rakell
17674,Calle Clang
309,Cam Fowler
62010,Louis Vittorio
62011,William Soffer
62040,Brock Stevenson
62041,Carter Gardocki
62042,Evan Nee
62136,Emery Ipsen
17695,Emil Andrae
17708,Oskar Olausson
17743,Erik Portillo
17745,Filip Roos
17775,Louis Crevier
17814,Cameron Butler
17893,Jet Greaves
17912,Alex Laferriere
17925,Victor Mancini
17945,Jack Williams
17949,Max Sasson
17957,Dylan Guenther
18001,Jakob Pelletier
18021,Nick Robertson
18023,Dylan Cozens
18030,Samuel Poulin
18043,Adam Wilsby
18052,Mason Morelli
18067,Devin Cooley
18092,Morgan Barron
18097,Jeff Malott
18125,Nico Sturm
18179,Kaiden Guhle
18181,Ozzy Wiesblatt
18372,Corey Schueneman
18415,Isaac Poulter
18416,Nolan Allan
18431,Logan Stankoven
18572,Nils Åman
18575,Emil Heineman
18627,Georgy Romanov
18699,Brock Faber
18702,Landon Slaggert
18705,Matthew Beniers
18707,Thomas Bordeleau
18708,Jake Sanderson
18712,Brett Berard
18719,Drew Commesso
18722,Hunter McKown
18761,Tristan Lennox
18785,Dennis Hildeby
18792,Ryker Evans
18806,Ethan Cardwell
18808,Jake Lucchini
18821,Dylan Wendt
18871,Joel Blomqvist
18874,Aatu Räty
18875,Roni Hirvonen
18902,Mason Lohrei
18974,Mackie Samoskevich
18978,Tyson Kozak
18992,Cole Sillinger
19127,Johnathan Kovacevic
19145,Jan Mysak
19166,Alexei Kolosov
19172,Marat Khusnutdinov
19232,Shakir Mukhamadullin
19234,Arturs Silovs
19379,Mikael Pyyhtiä
19494,Brad Lambert
55151,Carsten Leyerzapf
55423,Brandon Mickelson
55438,Sam Failler
55439,Daniel Vaillant
55478,Cohen Handby
55479,Aden Bouchard
55528,Jonas Kohn
55531,Tim Runtso
55568,Gunnar Gleasman
55959,Henry Peterson
56001,Paul Wiczek
56012,Hubert Clarke
20262,Tim Washe
20272,Scott Morrow
20275,Brendan Brisson
20384,Dmitry Orlov
20441,Zack Ostapchuk
20534,Pavel Cajan
20548,Ivan Ivan
20558,William Eklund
50476,Olivier Laverdière
50477,Mathéo Lepage
50478,Milan Monaco
50543,Brady Flynn
50552,Maddex Marmulak
50588,Enzo Lottin
50616,Vincent Palmarin
50646,Kyan Labbé
50651,Jesse Allecia
50699,Liam Arsenault
50701,Arno Delisle
50702,Tyler Medina
50703,Charlie Benigno
50704,Antoine St-Laurent
50838,Mitchell Wagner
50879,William-Alexis Tremblay
51122,Jacob Hartlin
51130,Alex Bernier
51131,Étienne Giroux
51200,Louis-Félix Gagnon
51201,Anthony Morin
51204,Jayden Lazare
51220,Robin Benoit
51246,Giuliano Caputo
51255,Patrick Deniger
51260,Francis Samuel Petigny
51335,Alexandre Raymond
51393,Emile-Alexandro Lemieux-Goupil
51422,Antoine Pilotte
51495,Pierre-Olivier Denis
51590,Zakary Gagnon
51600,Samuel Rheault
51706,Jérémy Villemaire
51960,Colin Brodeur
51966,Carter Hynes
51976,Xavier Caron
52062,David Di Girolamo
20671,Wyatt Kaiser
20916,Arttu Hyry
21145,Yaniv Perets
21481,Nicholas Abruzzese
21510,Joshua Roy
21528,Zachary L'Heureux
21533,Justin Robidas
21541,James Malatesta
21544,Jacob Melanson
21603,Luca Del Bel Belluz
21604,Ethan Del Mastro
21617,Brandt Clarke
21628,Ryan Winterton
21636,Brennan Othmann
21650,Shane Wright
21658,Ville Ottavainen
21675,Mason McTavish
21684,Matthew Savoie
21701,Colton Dach
21716,Tyler Brennan
21725,Olen Zellweger
21741,Wyatt Johnston
21751,Conor Geekie
21802,Olivier Nadeau
21804,Vasiliy Ponomarev
21932,Justin Hryckowian
21942,Gabriel Carriere
21951,Carter Mazur
21999,Sebastian Cossa
22032,Zachary Bolduc
22042,Ryan Ufko
22043,Josh Doan
22049,Matthew Coronato
22082,Camden Thiesing
22168,Luke Hughes
22176,Tyler Boucher
22178,Dylan Duke
22317,Ryan Greene
22455,Jakub Dobes
22574,Matthew Rempe
27633,Jacob Mathieu
27965,Simon Hughes
28343,Kassim Gaudet
29024,Madden Steen
29675,Jordan Tourigny
29679,Justin Gendron
29680,Egor Goriunov
29681,Justin Larose
29685,Mathieu Cataford
29686,Logan Crosby
29688,Dylan MacKinnon
29689,Mathis Rousseau
29690,Brady Schultz
29691,Rémi Delafontaine
29693,Thomas Auger
29694,Etienne Morin
29697,Joseph Henneberry
29700,Mathis Aguilar
29705,William Bishop
29706,Ethan Gauthier
29709,Luke Coughlin
29710,Maxime Coursol
29713,Maël St-Denis
29717,Marc-Olivier Beaudry
29718,Tyler Peddle
29719,Matteo Rotondi
29725,Nathan Baril
29726,Vincent Collard
29728,Maël Lavigne
29732,Jacob Newcombe
29734,Emmanuel Vermette
29737,Charles-Antoine Lavallée
29739,Antoine Michaud
29740,Alexis Bourque
29742,Colby Huggan
29734,Emmanuel Vermette
50390,Biagio Jr Daniele
43201,Daniil I. Skvortsov
43203,Artyom Gonchar
43402,Hayden Reid
59238,Jace Evans
412,Brandon Saad
414,Patrick Kane
22605,Georgi Merkulov
22607,Kevin Korchinski
22650,Samuel Helenius
22658,Leevi Meriläinen
55915,Adam Gionta
43436,Luke Posthumus
427,Trevor van Riemsdyk
428,Ryan Hartman
440,Mattias Ekholm
44819,Quinn Beauchesne
22935,Nikita Chibrikov
55917,Gavin Carr
55934,Trey Fredenberg
55948,Caden Okovita
55965,Wyatt Herres
62765,Brady Smith
22937,Pavel Mintyukov
22941,Vadim Zherenko
1655,Sam Lafferty
1661,Matt Murray
1669,Conor Sheary
1671,Oskar Sundqvist
1675,Nick Paul
1689,Jaycob Megna
1691,Brandon Montour
1707,Connor Clifton
23009,Ryan Tverberg
23017,Devon Levi
23021,Corson Ceulemans
23158,Adam Klapka
23177,Denton Mateychuk
23188,Logan Mailloux
23203,Janis Jerome Moser
23279,Nikita Novikov
23356,Jesper Vikman
23419,Isak Rosén
23424,Dmitri Voronkov
23444,Matias Maccelli
23456,Tim Stützle
23459,Lukas Reichel
23460,John Peterka
23578,Frédéric Brunet
23587,Mikael Diotte
23590,Marc Gatcomb
23684,Cal Burke
63321,Alex Wang
63412,Andrei Nikolayev
63413,Tyler Nordaune
23727,Ty Mueller
23912,Fyodor Svechkov
23958,Nikolas Matinpalo
24146,Fabian Lysell
24315,Nikita Nesterenko
24549,Maxim Tsyplakov
24777,Jakub Brabenec
24788,David Jiricek
25179,Simon Edvinsson
25462,Juraj Slafkovsky
25702,Leo Carlsson
25712,Calle Odelius
25713,Liam Öhgren
63443,Parker Deschene
59788,Malik L'Italien
500,Adam Lowry
502,Petr Mrazek
514,Brendan Smith
56366,Graham Jones
56369,Zaide Penner
56370,Andrew Smulkstys
56608,William Leonard
62970,JP Montgomery
62971,Camillo Milani
63525,Jack Larkin
571,Nikita Zadorov
63526,Brandon Wright
63647,Crew Petty
63648,Grady Anaka
56047,Cal Conway
56050,Rui Han
56063,Mirco Dufour
56064,Jaxon Pisani
56065,Ashton McCann
56066,Jayden Oleskiw
25723,Noah Östlund
25725,Jonathan Lekkerimäki
25834,Matvei Michkov
25897,Ville Koivunen
25986,Tristan Luneau
26001,Maveric Lamoureux
26070,Oliver Kapanen
26186,Riley Duran
26204,Frank Nazar
26205,Logan Cooley
26206,Devin Kaplan
26218,Seamus Casey
26220,Jimmy Snuggerud
26223,Lane Hutson
26224,Hunter Brzustewicz
26230,Rutger McGroarty
26320,Nikita Prishchepov
26349,Nikita Grebyonkin
26352,Vsevolod Komarov
26375,Hunter McDonald
26397,Ian Moore
26400,Jackson Blake
26426,Viktor Neuchev
26523,Luke Krys
26545,Quinn Hutson
26548,Jacob Quillan
26631,Connor Bedard
26723,Gavin Brindley
26790,Adam Fantilli
26800,Cutter Gauthier
27056,Tyler Palmer
27243,Jani Nyman
27280,Marco Kasper
27295,Simon Nemec
27301,Maksymilian Szuber
27389,Kirill Kudryavtsev
27550,Pius Suter
27551,Cole Smith
27648,Ivan Miroshnichenko
27728,Joakim Kemell
27843,Bobby McMann
27955,Zachary Benson
27957,Owen Pickering
27992,Luca Cagnoni
28076,Fraser Minten
625,Ondrej Palat
633,Steven Stamkos
62823,Théo Gravel
62912,Chandler Bell
28079,Andrew Cristall
28094,Riley Heidt
28528,Scott Ratzlaff
28546,Jiří Kulich
28732,Egor Sidorov
28761,Lian Bichsel
28813,David Spacek
28984,Emil Lilleberg
64627,Mathys Panneton
64632,Malik Lacroix
636,Victor Hedman
641,Andrei Vasilevskiy
644,Nikita Kucherov
645,Alex Killorn
29075,Sam Rinzel
29076,Niklas Kokko
29097,Elias Pettersson
29127,Dalibor Dvorsky
29130,Samuel Honzek
29142,Ivan Demidov
29363,Cameron Lund
648,Andrej Sustr
652,Nick Bjugstad
664,Jonathan Huberdeau
59666,Richard Wonyeneh
669,Erik Gudbranson
670,Dmitry Kulikov
671,Alexander Petrovic
673,Aaron Ekblad
678,Anton Forsberg
1708,Laurent Dauphin
29487,Andrew Kuzma
30111,Owen Outwater
31978,Lenny Greenberg
32359,Will Bishop
44934,Jacob Cloutier
44935,Nathan Omeri
44985,Nolan Laird
45104,Luke Dragusica
45105,Kieran Witkowski
45245,Calvin Crombie
45286,Zach Wilson
45327,Bjorn Bronas
45328,Blake Arrowsmith
45359,Cameron Aucoin
45361,Evan Passmore
45417,Gabriel Chiarot
57680,Benjamin Geiger
57682,Aiden Mowrey
57684,Nathaniel Chizik
57685,Nolan Fitzhenry
29493,Karsen Dorwart
29747,Zeev Buium
29757,Ryan Leonard
29759,Oliver Moore
29760,Gabriel Perreault
29764,William Smith
29785,Carter Yakemchuk
57687,Gunnar Conboy
57690,Finnegan Sears
57691,Sam Pandolfo
57693,Alexander Milojevic
57695,Oliver McKinney
57696,Cannon Thibodeau
57697,Braiden Scuderi
57699,Braden Horton
57701,Beck Thoreson
57705,Christian Semetsis
1709,Max Domi
1710,Christian Dvorak
1714,Conor Garland
30142,Hunter Haight
30203,Matthew Poitras
30225,Isaiah George
30238,Calum Ritchie
45602,Dylan Luecke
58635,Braden Guolla
58809,Grayson Cohen
58810,Robinson Dijan
58811,Bryce Mattern
58812,Jeremy Poirier
58813,Boden Sampair
58821,Joseph Argentina
58822,Henry Chmiel
58823,Riley Zupfer
58824,Lucas Busch
58825,Cooper Ernewein
56067,Aidan Sexsmith
45618,Blake Barnes
698,Alexander Wennberg
711,Adam Henrique
729,Mike Matheson
30279,Owen Beck
30332,Justin Kipkie
30764,Easton Cowan
30958,Oliver Bonk
31129,Bradley Nadeau
31130,Matthew Wood
31286,Kyle Konin
31590,David Reinbacher
31838,Konsta Helenius
32100,Matt Stienburg
32115,Collin Graf
32165,Lucas Condotta
32616,Anton Wahlberg
33022,Uvis Balinskis
33392,Matyas Melovsky
735,Alex Tuch
746,Thatcher Demko
770,Joel Hanley
786,Frank Vatrano
814,Teuvo Teravainen
818,Jacob Markstrom
820,Andrew Copp
827,Vincent Trocheck
861,Jamie Oleksiak
865,Justin Dowling
58141,Tibor Baran
58145,Oliver Ozogány
58173,Luke Puchner
56073,Logan Miller
56361,Dylan Dean
56374,Kyle Heger
56434,Rhett Ewen
56693,Koltin Herfst
56743,Darian Rolsing
56800,Cooper Moore
56859,Luc Trevors
56868,Will McLaughlin
56873,Cohen Daoust
56901,Mathieu Lajoie
33535,Aydar Suniev
36091,Macklin Celebrini
36207,Artyom Levshunov
36424,Cole Beaudoin
36479,Jett Luchanko
36509,AJ Spellacy
36511,Zayne Parekh
53327,Michael Matyas
10082,Mark Kastelic
10103,Jake Christiansen
10110,Connor Dewar
10118,Kole Lind
10122,Cal Foote
10124,Nolan Foote
10131,Mason Shaw
10148,Cody Glass
10166,Brayden Pachal
10178,Parker Kelly
10192,Alexander Alexeyev
10214,Jake Leschyshyn
10258,Jaret Anderson-Dolan
10265,Ty Smith
10317,Bowen Byram
10345,Michael Rasmussen
10354,Morgan Geekie
10355,Brett Leason
10364,MacKenzie Entwistle
10366,Gabriel Vilardi
30248,Bauer Dumanski
30252,Roan Woodward
30288,Jake Gudelj
30382,Josh Van Mulligen
30387,Talon Brigley
1,Jeff Petry
2,Taylor Hall
6,Jordan Eberle
7,Tyler Pitlick
9,Justin Schultz
17,Leon Draisaitl
30743,Carter Savage
31012,Andrew Basha
31024,Niko Tsakumis
31166,Zackary Shantz
31194,Carter Kowalyk
24,Ryan Nugent-Hopkins
29,Curtis Lazar
36,Mark Stone
38,Mika Zibanejad
65267,Griffin Storey
65287,Braeden Waller
65294,John Whisler
65295,Harrison Dana
65319,Hayden Reierson
65323,Jackson Ciuffetelli
65324,Austin Ross
65325,Vicent D'Agosto
65329,Liam Schultz
65341,Jace Panzer
31301,Rowan Calvert
31427,Jonas Woo
31471,Gavin Hodnett
31472,Jordan Gavin
31484,Jesse Sanche
31629,Corbin Vaughan
31723,Tij Iginla
40,Cody Ceci
31862,Rhett Ravndahl
43,Erik Karlsson
31883,Charlie Elick
102,Nick Leddy
103,Travis Hamonic
105,Josh Bailey
107,Cal Clutterbuck
108,Matt Martin
109,Ryan Strome
110,Kyle Okposo
111,Anders Lee
112,Brock Nelson
113,Calvin De Haan
115,Casey Cizikas
119,John Tavares
130,Max Pacioretty
133,Lars Eller
140,Brendan Gallagher
147,Derek Forbort
148,Tanner Pearson
151,Anze Kopitar
152,Trevor Lewis
155,Tyler Toffoli
156,Kyle Clifford
159,Drew Doughty
161,Alec Martinez
163,Martin Jones
164,Jonathan Quick
165,Jeff Carter
170,Brayden McNabb
174,Sean Monahan
176,Mikael Backlund
182,Mark Giordano
195,Sam Bennett
198,Johnny Gaudreau
199,Jordan Martinook
207,Oliver Ekman-Larsson
212,Sam Gagner
29749,Michael Chambre
30180,Alex Assadourian
30211,Adam Zidlicky
30396,Luke McNamara
30885,Jacob Sagadin
1234,Laurent Brossoit
1247,Darnell Nurse
1248,Jordan Oesterle
1250,David Perron
1337,Erik Haula
43502,Nicholas Sykora
43505,Brandt Harper
43680,Ben Wilmott
36990,Ethan Neutens
1716,Adin Hill
37280,Rhys Pederson
37576,Michal Capos
38437,Chase Harrington
38633,Colton Alain
1729,Dysin Mayo
1731,Dakota Mermis
1744,Noel Acciari
1745,Jack Becker
1746,Matt Benning
1748,Anton Blidh
44205,Nick Wellenreiter
44521,Jared Langdon
45621,Adrian Manzo
45622,Jaiden Newton
45666,Grant Spada
45758,Shawn Costello
218,Connor Murphy
226,Logan Couture
229,Joe Pavelski
234,Brent Burns
235,Marc-Edouard Vlasic
237,Brenden Dillon
244,Matt Irwin
245,Tomas Hertl
247,Barclay Goodrow
249,Matt Nieto
250,Alex Stalock
251,Chris Tierney
271,Nick Bonino
273,Christopher Tanev
274,Bo Horvat
299,Josh Manson
302,Pat Maroon
304,Kyle Palmieri
305,Corey Perry
306,Rickard Rakell
309,Cam Fowler
38650,Joby Baumuller
38659,Cash Koch
38660,Jake Pilon
38661,Luke Vlooswyk
38667,Easton Odut
38742,Miroslav Holinka
38776,Jan Skok
1753,Ryan Donato
1759,Matt Grzelcyk
1761,Danton Heinen
1762,Cameron Hughes
1765,Sean Kuraly
30934,Josef Eichler
45810,Nolan Newton
45813,Evan Van Gorp
45869,Joshua Avery
318,Andrew Cogliano
319,Jakob Silfverberg
320,John Gibson
321,Frederik Andersen
322,Hampus Lindholm
330,Jamie Benn
331,Jordie Benn
333,Alex Goligoski
339,Tyler Seguin
349,Valeri Nichushkin
358,Matt Duchene
