sim,team,conference,gp,wins,losses,ot_losses,points,goals_for,goals_against,goal_differential,playoffs,second_round,third_round,final,champion
59,NYR,East,82,42,40,10,94,273,259,14,1,1,1,0,0
59,LAK,West,82,43,39,7,93,257,254,3,1,0,0,0,0
59,UTA,West,82,43,39,7,93,255,261,-6,1,1,0,0,0
59,MIN,West,82,41,41,11,93,266,256,10,0,0,0,0,0
59,NSH,West,82,43,39,5,91,280,257,23,0,0,0,0,0
59,DAL,West,82,42,40,7,91,274,284,-10,0,0,0,0,0
59,VAN,West,82,41,41,9,91,249,242,7,0,0,0,0,0
59,PHI,East,82,41,41,8,90,265,263,2,0,0,0,0,0
59,WSH,East,82,37,45,14,88,230,255,-25,0,0,0,0,0
59,FLA,East,82,39,43,9,87,263,249,14,0,0,0,0,0
59,DET,East,82,37,45,13,87,238,255,-17,0,0,0,0,0
59,TOR,East,82,37,45,11,85,228,261,-33,0,0,0,0,0
59,CBJ,East,82,36,46,12,84,260,264,-4,0,0,0,0,0
59,CGY,West,82,32,50,19,83,250,259,-9,0,0,0,0,0
59,SJS,West,82,35,47,11,81,232,273,-41,0,0,0,0,0
59,WPG,West,82,32,50,16,80,250,266,-16,0,0,0,0,0
59,BUF,East,82,32,50,15,79,244,276,-32,0,0,0,0,0
59,TBL,East,82,34,48,8,76,247,296,-49,0,0,0,0,0
59,CHI,West,82,29,53,12,70,196,275,-79,0,0,0,0,0
60,LAK,West,82,49,33,11,109,275,256,19,1,1,1,1,1
60,COL,West,82,51,31,5,107,316,259,57,1,1,0,0,0
60,OTT,East,82,50,32,6,106,273,234,39,1,1,0,0,0
60,EDM,West,82,50,32,4,104,251,234,17,1,1,1,0,0
60,FLA,East,82,49,33,5,103,272,249,23,1,0,0,0,0
60,CAR,East,82,47,35,9,103,271,253,18,1,1,1,0,0
60,NSH,West,82,47,35,7,101,271,267,4,1,0,0,0,0
60,MTL,East,82,44,38,13,101,260,251,9,1,1,0,0,0
60,SEA,West,82,45,37,10,100,254,239,15,1,1,0,0,0
60,ANA,West,82,43,39,12,98,259,264,-5,1,0,0,0,0
60,STL,West,82,43,39,12,98,258,245,13,1,0,0,0,0
60,CBJ,East,82,42,40,13,97,245,238,7,1,0,0,0,0
60,VAN,West,82,41,41,12,94,259,249,10,1,0,0,0,0
60,DAL,West,82,41,41,11,93,260,253,7,0,0,0,0,0
60,BOS,East,82,37,45,19,93,247,259,-12,1,0,0,0,0
60,WPG,West,82,39,43,14,92,273,240,33,0,0,0,0,0
60,NYR,East,82,41,41,9,91,279,256,23,1,1,1,1,0
60,TOR,East,82,39,43,13,91,246,260,-14,1,0,0,0,0
60,TBL,East,82,41,41,8,90,256,262,-6,0,0,0,0,0
60,WSH,East,82,40,42,10,90,219,262,-43,0,0,0,0,0
60,NYI,East,82,37,45,16,90,245,248,-3,0,0,0,0,0
60,SJS,West,82,40,42,9,89,253,283,-30,0,0,0,0,0
60,NJD,East,82,38,44,13,89,243,245,-2,0,0,0,0,0
60,PHI,East,82,36,46,16,88,235,260,-25,0,0,0,0,0
60,DET,East,82,34,48,19,87,255,250,5,0,0,0,0,0
60,CGY,West,82,41,41,4,86,235,247,-12,0,0,0,0,0
60,UTA,West,82,39,43,8,86,268,254,14,0,0,0,0,0
60,BUF,East,82,38,44,8,84,245,264,-19,0,0,0,0,0
60,MIN,West,82,38,44,6,82,227,260,-33,0,0,0,0,0
60,PIT,East,82,36,46,10,82,252,267,-15,0,0,0,0,0
60,VGK,West,82,34,48,14,82,255,261,-6,0,0,0,0,0
60,CHI,West,82,22,60,14,58,183,271,-88,0,0,0,0,0
61,COL,West,82,59,23,5,123,321,234,87,1,1,1,0,0
61,OTT,East,82,50,32,7,107,278,246,32,1,1,0,0,0
61,TBL,East,82,45,37,16,106,291,249,42,1,1,1,0,0
61,EDM,West,82,48,34,8,104,256,267,-11,1,0,0,0,0
61,STL,West,82,47,35,9,103,278,255,23,1,0,0,0,0
61,CAR,East,82,46,36,11,103,273,250,23,1,0,0,0,0
61,FLA,East,82,47,35,8,102,280,263,17,1,1,0,0,0
61,CGY,West,82,44,38,13,101,248,246,2,1,0,0,0,0
61,SJS,West,82,43,39,15,101,256,209,47,1,1,1,1,0
61,MIN,West,82,46,36,7,99,250,244,6,1,1,0,0,0
61,NYR,East,82,45,37,8,98,298,259,39,1,0,0,0,0
61,BOS,East,82,43,39,10,96,261,265,-4,1,1,1,1,1
61,WSH,East,82,40,42,15,95,246,236,10,1,0,0,0,0
61,BUF,East,82,41,41,11,93,241,248,-7,1,0,0,0,0
61,NJD,East,82,40,42,12,92,253,252,1,0,0,0,0,0
61,PIT,East,82,40,42,10,90,291,288,3,0,0,0,0,0
61,NSH,West,82,39,43,12,90,270,258,12,1,1,0,0,0
61,CBJ,East,82,37,45,16,90,263,258,5,0,0,0,0,0
61,TOR,East,82,38,44,13,89,226,229,-3,0,0,0,0,0
61,LAK,West,82,39,43,10,88,268,273,-5,1,0,0,0,0
61,NYI,East,82,39,43,10,88,225,258,-33,0,0,0,0,0
61,VGK,West,82,38,44,12,88,273,282,-9,0,0,0,0,0
61,DAL,West,82,40,42,7,87,254,272,-18,0,0,0,0,0
61,SEA,West,82,36,46,15,87,244,274,-30,0,0,0,0,0
61,ANA,West,82,38,44,10,86,220,258,-38,0,0,0,0,0
61,WPG,West,82,37,45,12,86,246,262,-16,0,0,0,0,0
61,VAN,West,82,34,48,16,84,226,242,-16,0,0,0,0,0
61,DET,East,82,36,46,10,82,239,279,-40,0,0,0,0,0
61,CHI,West,82,31,51,20,82,214,254,-40,0,0,0,0,0
61,UTA,West,82,38,44,5,81,258,280,-22,0,0,0,0,0
61,MTL,East,82,33,49,14,80,249,270,-21,0,0,0,0,0
61,PHI,East,82,35,47,9,79,240,276,-36,0,0,0,0,0
62,CAR,East,82,54,28,2,110,292,229,63,1,1,1,0,0
62,NYR,East,82,48,34,12,108,280,236,44,1,1,0,0,0
62,UTA,West,82,47,35,13,107,261,228,33,1,0,0,0,0
62,CBJ,East,82,46,36,12,104,276,243,33,1,0,0,0,0
62,FLA,East,82,46,36,11,103,270,254,16,1,1,1,1,1
62,STL,West,82,45,37,12,102,268,265,3,1,1,0,0,0
62,DAL,West,82,46,36,9,101,262,220,42,1,1,1,0,0
62,VGK,West,82,45,37,9,99,277,244,33,1,1,0,0,0
62,SEA,West,82,44,38,10,98,276,242,34,1,0,0,0,0
62,COL,West,82,44,38,8,96,294,265,29,1,0,0,0,0
62,BOS,East,82,43,39,10,96,243,226,17,1,0,0,0,0
62,BUF,East,82,42,40,12,96,237,247,-10,1,1,0,0,0
62,ANA,West,82,44,38,7,95,244,234,10,1,0,0,0,0
62,EDM,West,82,43,39,9,95,279,293,-14,1,1,1,1,0
62,SJS,West,82,41,41,13,95,280,245,35,0,0,0,0,0
62,TBL,East,82,40,42,15,95,268,266,2,1,0,0,0,0
62,LAK,West,82,40,42,11,91,259,259,0,0,0,0,0,0
62,CGY,West,82,40,42,9,89,232,241,-9,0,0,0,0,0
62,WPG,West,82,38,44,13,89,280,271,9,0,0,0,0,0
62,OTT,East,82,39,43,9,87,300,287,13,1,0,0,0,0
62,PIT,East,82,39,43,9,87,242,265,-23,0,0,0,0,0
62,MTL,East,82,39,43,9,87,240,265,-25,0,0,0,0,0
62,WSH,East,82,39,43,8,86,230,265,-35,0,0,0,0,0
62,NSH,West,82,39,43,7,85,257,261,-4,0,0,0,0,0
62,DET,East,82,38,44,9,85,230,270,-40,0,0,0,0,0
62,NYI,East,82,37,45,11,85,231,257,-26,0,0,0,0,0
62,CHI,West,82,39,43,6,84,194,241,-47,0,0,0,0,0
62,PHI,East,82,37,45,9,83,263,280,-17,0,0,0,0,0
62,NJD,East,82,35,47,10,80,256,282,-26,0,0,0,0,0
62,MIN,West,82,34,48,10,78,254,263,-9,0,0,0,0,0
62,TOR,East,82,32,50,10,74,200,274,-74,0,0,0,0,0
62,VAN,West,82,29,53,11,69,191,248,-57,0,0,0,0,0
63,UTA,West,82,47,35,14,108,288,251,37,1,1,0,0,0
63,CAR,East,82,49,33,9,107,290,238,52,1,0,0,0,0
63,VGK,West,82,48,34,8,104,252,231,21,1,0,0,0,0
63,COL,West,82,46,36,10,102,305,248,57,1,1,1,1,1
63,PHI,East,82,46,36,10,102,291,248,43,1,1,1,1,0
63,NYI,East,82,46,36,9,101,261,240,21,1,0,0,0,0
63,BUF,East,82,44,38,13,101,248,243,5,1,0,0,0,0
63,FLA,East,82,44,38,12,100,253,252,1,1,1,0,0,0
63,CBJ,East,82,44,38,11,99,239,238,1,1,1,1,0,0
63,PIT,East,82,44,38,9,97,263,245,18,1,0,0,0,0
63,DAL,West,82,45,37,6,96,280,291,-11,1,0,0,0,0
63,SEA,West,82,43,39,10,96,268,261,7,1,1,0,0,0
63,STL,West,82,43,39,9,95,263,272,-9,1,0,0,0,0
63,NSH,West,82,43,39,8,94,267,270,-3,1,1,1,0,0
63,EDM,West,82,43,39,7,93,296,273,23,1,0,0,0,0
63,ANA,West,82,40,42,13,93,242,258,-16,0,0,0,0,0
63,TOR,East,82,41,41,10,92,238,256,-18,1,1,0,0,0
63,WPG,West,82,43,39,5,91,258,282,-24,0,0,0,0,0
63,BOS,East,82,41,41,9,91,273,263,10,0,0,0,0,0
63,DET,East,82,41,41,9,91,249,236,13,0,0,0,0,0
63,MTL,East,82,40,42,10,90,246,224,22,0,0,0,0,0
63,MIN,West,82,38,44,11,87,268,287,-19,0,0,0,0,0
63,SJS,West,82,37,45,13,87,245,273,-28,0,0,0,0,0
63,NJD,East,82,38,44,10,86,248,255,-7,0,0,0,0,0
63,OTT,East,82,36,46,13,85,243,250,-7,0,0,0,0,0
63,CGY,West,82,36,46,12,84,251,275,-24,0,0,0,0,0
63,LAK,West,82,37,45,9,83,241,270,-29,0,0,0,0,0
63,WSH,East,82,36,46,11,83,245,258,-13,0,0,0,0,0
63,VAN,West,82,36,46,9,81,229,261,-32,0,0,0,0,0
63,NYR,East,82,37,45,6,80,267,280,-13,0,0,0,0,0
63,TBL,East,82,34,48,10,78,230,251,-21,0,0,0,0,0
63,CHI,West,82,26,56,17,69,205,262,-57,0,0,0,0,0
64,TBL,East,82,48,34,14,110,299,252,47,1,0,0,0,0
64,VGK,West,82,51,31,6,108,274,232,42,1,0,0,0,0
64,ANA,West,82,49,33,7,105,253,236,17,1,1,0,0,0
64,STL,West,82,49,33,6,104,284,250,34,1,0,0,0,0
64,NSH,West,82,47,35,10,104,270,228,42,1,0,0,0,0
64,COL,West,82,47,35,9,103,271,250,21,1,1,0,0,0
64,NYR,East,82,43,39,13,99,268,259,9,1,1,0,0,0
64,DAL,West,82,44,38,10,98,236,245,-9,1,1,1,1,0
64,CAR,East,82,46,36,5,97,293,277,16,1,0,0,0,0
64,FLA,East,82,43,39,11,97,265,249,16,1,1,0,0,0
64,UTA,West,82,42,40,13,97,278,247,31,1,0,0,0,0
64,TOR,East,82,44,38,8,96,262,258,4,1,0,0,0,0
64,NYI,East,82,44,38,8,96,253,254,-1,1,1,1,1,1
64,SJS,West,82,42,40,11,95,243,238,5,1,1,1,0,0
64,OTT,East,82,42,40,10,94,263,268,-5,1,0,0,0,0
64,MIN,West,82,42,40,10,94,259,254,5,0,0,0,0,0
64,CBJ,East,82,43,39,7,93,260,260,0,1,1,1,0,0
64,EDM,West,82,39,43,15,93,252,260,-8,0,0,0,0,0
64,LAK,West,82,42,40,8,92,241,235,6,0,0,0,0,0
64,BOS,East,82,38,44,15,91,250,241,9,0,0,0,0,0
64,PHI,East,82,40,42,10,90,283,268,15,0,0,0,0,0
64,PIT,East,82,38,44,11,87,266,295,-29,0,0,0,0,0
64,BUF,East,82,36,46,15,87,228,257,-29,0,0,0,0,0
64,NJD,East,82,38,44,10,86,253,253,0,0,0,0,0,0
64,MTL,East,82,38,44,8,84,251,259,-8,0,0,0,0,0
64,WSH,East,82,37,45,8,82,240,247,-7,0,0,0,0,0
64,DET,East,82,32,50,18,82,228,253,-25,0,0,0,0,0
64,SEA,West,82,35,47,10,80,225,271,-46,0,0,0,0,0
64,CGY,West,82,34,48,12,80,246,251,-5,0,0,0,0,0
64,WPG,West,82,36,46,6,78,248,275,-27,0,0,0,0,0
64,CHI,West,82,32,50,13,77,212,272,-60,0,0,0,0,0
64,VAN,West,82,31,51,11,73,207,267,-60,0,0,0,0,0
65,PHI,East,82,50,32,9,109,275,254,21,1,1,1,0,0
65,COL,West,82,50,32,7,107,317,276,41,1,0,0,0,0
65,VGK,West,82,50,32,5,105,301,244,57,1,1,1,1,0
65,CAR,East,82,49,33,6,104,291,275,16,1,1,1,1,1
65,SJS,West,82,48,34,8,104,272,238,34,1,0,0,0,0
65,FLA,East,82,48,34,7,103,271,235,36,1,0,0,0,0
65,CBJ,East,82,46,36,9,101,277,238,39,1,1,0,0,0
65,OTT,East,82,47,35,6,100,268,261,7,1,0,0,0,0
65,LAK,West,82,44,38,12,100,264,264,0,1,0,0,0,0
65,PIT,East,82,44,38,11,99,264,265,-1,1,1,0,0,0
65,UTA,West,82,46,36,6,98,291,257,34,1,1,0,0,0
65,TBL,East,82,43,39,10,96,273,262,11,1,0,0,0,0
65,WPG,West,82,42,40,10,94,282,272,10,1,1,1,0,0
65,WSH,East,82,38,44,16,92,232,259,-27,1,0,0,0,0
65,SEA,West,82,41,41,9,91,270,275,-5,1,0,0,0,0
65,MTL,East,82,41,41,9,91,268,255,13,0,0,0,0,0
65,NJD,East,82,40,42,11,91,264,258,6,0,0,0,0,0
65,STL,West,82,39,43,13,91,264,260,4,1,1,0,0,0
65,NYI,East,82,39,43,12,90,253,251,2,0,0,0,0,0
65,NSH,West,82,39,43,12,90,252,263,-11,0,0,0,0,0
65,EDM,West,82,38,44,13,89,251,255,-4,0,0,0,0,0
65,NYR,East,82,38,44,11,87,247,264,-17,0,0,0,0,0
65,ANA,West,82,36,46,14,86,271,260,11,0,0,0,0,0
65,DET,East,82,36,46,13,85,247,271,-24,0,0,0,0,0
65,BOS,East,82,38,44,8,84,258,289,-31,0,0,0,0,0
65,VAN,West,82,37,45,9,83,212,245,-33,0,0,0,0,0
65,CHI,West,82,35,47,13,83,228,251,-23,0,0,0,0,0
65,MIN,West,82,34,48,14,82,240,274,-34,0,0,0,0,0
65,BUF,East,82,33,49,15,81,231,255,-24,0,0,0,0,0
65,CGY,West,82,33,49,13,79,233,258,-25,0,0,0,0,0
65,DAL,West,82,37,45,3,77,256,293,-37,0,0,0,0,0
65,TOR,East,82,33,49,11,77,230,276,-46,0,0,0,0,0
66,CAR,East,82,57,25,5,119,306,248,58,1,1,0,0,0
66,VGK,West,82,53,29,7,113,279,224,55,1,0,0,0,0
66,COL,West,82,46,36,11,103,311,285,26,1,1,1,0,0
66,LAK,West,82,46,36,9,101,263,251,12,1,0,0,0,0
66,OTT,East,82,45,37,10,100,279,254,25,1,0,0,0,0
66,NJD,East,82,44,38,12,100,249,218,31,1,0,0,0,0
66,PIT,East,82,45,37,9,99,273,255,18,1,0,0,0,0
66,DAL,West,82,45,37,9,99,260,262,-2,1,0,0,0,0
66,PHI,East,82,44,38,10,98,263,251,12,1,1,1,0,0
66,EDM,West,82,42,40,13,97,268,228,40,1,1,0,0,0
66,WPG,West,82,43,39,10,96,240,237,3,1,1,1,1,1
66,MIN,West,82,40,42,15,95,253,268,-15,1,0,0,0,0
66,MTL,East,82,44,38,6,94,264,281,-17,1,1,0,0,0
66,NYI,East,82,43,39,8,94,262,244,18,1,1,1,1,0
66,FLA,East,82,42,40,10,94,267,244,23,1,0,0,0,0
66,BOS,East,82,42,40,9,93,262,244,18,0,0,0,0,0
66,STL,West,82,41,41,11,93,251,277,-26,1,1,0,0,0
66,TBL,East,82,41,41,9,91,257,258,-1,0,0,0,0,0
66,ANA,West,82,41,41,9,91,251,245,6,0,0,0,0,0
66,DET,East,82,37,45,17,91,243,273,-30,0,0,0,0,0
66,CGY,West,82,41,41,7,89,244,269,-25,0,0,0,0,0
66,NSH,West,82,40,42,7,87,246,264,-18,0,0,0,0,0
66,UTA,West,82,36,46,14,86,253,275,-22,0,0,0,0,0
66,SEA,West,82,40,42,5,85,259,243,16,0,0,0,0,0
66,CBJ,East,82,37,45,11,85,254,252,2,0,0,0,0,0
66,SJS,West,82,37,45,10,84,237,268,-31,0,0,0,0,0
66,WSH,East,82,36,46,9,81,239,252,-13,0,0,0,0,0
66,TOR,East,82,35,47,11,81,213,241,-28,0,0,0,0,0
66,BUF,East,82,34,48,13,81,231,243,-12,0,0,0,0,0
66,NYR,East,82,34,48,12,80,230,284,-54,0,0,0,0,0
66,CHI,West,82,32,50,15,79,232,250,-18,0,0,0,0,0
66,VAN,West,82,29,53,17,75,223,274,-51,0,0,0,0,0
67,PIT,East,82,52,30,8,112,274,236,38,1,0,0,0,0
67,ANA,West,82,47,35,14,108,281,260,21,1,1,0,0,0
67,NYR,East,82,51,31,4,106,286,239,47,1,0,0,0,0
67,PHI,East,82,49,33,7,105,273,227,46,1,1,0,0,0
67,COL,West,82,48,34,6,102,303,250,53,1,0,0,0,0
67,CAR,East,82,45,37,12,102,282,251,31,1,1,1,0,0
67,EDM,West,82,46,36,9,101,266,247,19,1,1,1,1,1
67,TBL,East,82,45,37,10,100,276,248,28,1,0,0,0,0
67,NYI,East,82,44,38,10,98,282,288,-6,1,0,0,0,0
67,NSH,West,82,45,37,6,96,278,232,46,1,1,0,0,0
67,VGK,West,82,43,39,9,95,275,266,9,1,0,0,0,0
67,BUF,East,82,42,40,11,95,259,249,10,1,1,0,0,0
67,OTT,East,82,43,39,8,94,287,272,15,1,1,1,1,0
67,LAK,West,82,41,41,12,94,271,277,-6,1,0,0,0,0
67,MTL,East,82,40,42,10,90,261,267,-6,0,0,0,0,0
67,CBJ,East,82,39,43,12,90,250,262,-12,0,0,0,0,0
67,FLA,East,82,43,39,3,89,253,271,-18,0,0,0,0,0
67,SEA,West,82,40,42,9,89,246,267,-21,1,1,1,0,0
67,MIN,West,82,40,42,8,88,257,277,-20,1,0,0,0,0
67,UTA,West,82,39,43,10,88,267,259,8,0,0,0,0,0
67,TOR,East,82,37,45,14,88,245,250,-5,0,0,0,0,0
67,VAN,West,82,35,47,18,88,223,241,-18,0,0,0,0,0
67,STL,West,82,39,43,9,87,267,266,1,0,0,0,0,0
67,CGY,West,82,38,44,11,87,235,242,-7,0,0,0,0,0
67,DET,East,82,40,42,6,86,239,235,4,0,0,0,0,0
67,SJS,West,82,39,43,6,84,256,279,-23,0,0,0,0,0
67,DAL,West,82,36,46,12,84,259,299,-40,0,0,0,0,0
67,BOS,East,82,36,46,10,82,251,268,-17,0,0,0,0,0
67,NJD,East,82,34,48,14,82,218,266,-48,0,0,0,0,0
67,WSH,East,82,33,49,15,81,227,260,-33,0,0,0,0,0
67,WPG,West,82,32,50,14,78,251,290,-39,0,0,0,0,0
67,CHI,West,82,31,51,14,76,209,266,-57,0,0,0,0,0
68,CAR,East,82,52,30,8,112,292,254,38,1,0,0,0,0
68,LAK,West,82,48,34,10,106,271,249,22,1,1,0,0,0
68,STL,West,82,46,36,12,104,266,251,15,1,1,0,0,0
68,SJS,West,82,46,36,9,101,249,229,20,1,0,0,0,0
68,VGK,West,82,46,36,8,100,309,259,50,1,0,0,0,0
68,UTA,West,82,45,37,10,100,267,246,21,1,1,1,0,0
68,COL,West,82,46,36,7,99,289,275,14,1,1,1,1,1
68,OTT,East,82,46,36,7,99,280,254,26,1,1,1,1,0
68,WSH,East,82,44,38,11,99,253,224,29,1,0,0,0,0
68,PIT,East,82,45,37,8,98,278,241,37,1,1,1,0,0
68,BOS,East,82,44,38,10,98,240,234,6,1,0,0,0,0
68,FLA,East,82,43,39,11,97,288,269,19,1,1,0,0,0
68,DET,East,82,43,39,11,97,234,247,-13,1,0,0,0,0
68,EDM,West,82,44,38,8,96,285,262,23,1,0,0,0,0
68,MIN,West,82,39,43,18,96,265,258,7,1,0,0,0,0
68,NJD,East,82,42,40,10,94,266,257,9,1,1,0,0,0
68,SEA,West,82,42,40,10,94,261,266,-5,0,0,0,0,0
68,DAL,West,82,40,42,14,94,252,258,-6,0,0,0,0,0
68,MTL,East,82,40,42,12,92,246,232,14,0,0,0,0,0
68,NYR,East,82,39,43,14,92,249,255,-6,0,0,0,0,0
68,CGY,West,82,40,42,9,89,241,231,10,0,0,0,0,0
68,NYI,East,82,41,41,6,88,228,252,-24,0,0,0,0,0
68,CBJ,East,82,39,43,9,87,254,249,5,0,0,0,0,0
68,ANA,West,82,38,44,11,87,240,271,-31,0,0,0,0,0
68,TOR,East,82,38,44,11,87,238,247,-9,0,0,0,0,0
68,NSH,West,82,39,43,7,85,252,289,-37,0,0,0,0,0
68,PHI,East,82,39,43,6,84,270,299,-29,0,0,0,0,0
68,TBL,East,82,34,48,13,81,262,310,-48,0,0,0,0,0
68,WPG,West,82,33,49,13,79,248,267,-19,0,0,0,0,0
68,BUF,East,82,36,46,6,78,234,276,-42,0,0,0,0,0
68,CHI,West,82,31,51,11,73,214,252,-38,0,0,0,0,0
68,VAN,West,82,24,58,17,65,207,265,-58,0,0,0,0,0
69,CAR,East,82,52,30,11,115,299,255,44,1,0,0,0,0
69,STL,West,82,51,31,13,115,293,259,34,1,1,1,0,0
69,COL,West,82,54,28,4,112,316,268,48,1,0,0,0,0
69,EDM,West,82,47,35,12,106,306,254,52,1,1,0,0,0
69,WSH,East,82,44,38,15,103,277,242,35,1,0,0,0,0
69,NSH,West,82,47,35,8,102,276,269,7,1,0,0,0,0
69,VGK,West,82,45,37,9,99,261,240,21,1,1,1,1,0
69,LAK,West,82,44,38,11,99,285,274,11,1,0,0,0,0
69,PHI,East,82,45,37,8,98,276,261,15,1,0,0,0,0
69,SJS,West,82,45,37,7,97,255,242,13,1,1,0,0,0
69,NYR,East,82,44,38,9,97,279,283,-4,1,1,0,0,0
69,FLA,East,82,43,39,10,96,263,250,13,1,0,0,0,0
69,UTA,West,82,43,39,9,95,256,254,2,1,0,0,0,0
69,ANA,West,82,41,41,13,95,273,251,22,0,0,0,0,0
69,DAL,West,82,41,41,13,95,262,259,3,0,0,0,0,0
69,MTL,East,82,44,38,6,94,253,228,25,1,1,0,0,0
69,NYI,East,82,42,40,9,93,257,245,12,1,1,1,1,1
69,TBL,East,82,42,40,9,93,257,263,-6,1,1,1,0,0
69,MIN,West,82,41,41,11,93,252,275,-23,0,0,0,0,0
69,OTT,East,82,40,42,13,93,260,258,2,0,0,0,0,0
69,PIT,East,82,40,42,11,91,270,275,-5,0,0,0,0,0
69,SEA,West,82,40,42,10,90,262,262,0,0,0,0,0,0
69,CBJ,East,82,37,45,15,89,281,273,8,0,0,0,0,0
69,DET,East,82,36,46,17,89,244,253,-9,0,0,0,0,0
69,CHI,West,82,35,47,14,84,211,241,-30,0,0,0,0,0
69,VAN,West,82,34,48,15,83,234,263,-29,0,0,0,0,0
69,BUF,East,82,33,49,17,83,232,256,-24,0,0,0,0,0
69,WPG,West,82,35,47,11,81,263,274,-11,0,0,0,0,0
69,NJD,East,82,34,48,8,76,223,275,-52,0,0,0,0,0
69,CGY,West,82,30,52,16,76,221,278,-57,0,0,0,0,0
69,BOS,East,82,33,49,8,74,221,270,-49,0,0,0,0,0
69,TOR,East,82,30,52,10,70,219,287,-68,0,0,0,0,0
70,CAR,East,82,51,31,7,109,306,254,52,1,1,0,0,0
70,OTT,East,82,48,34,12,108,274,228,46,1,1,0,0,0
70,CBJ,East,82,50,32,6,106,254,234,20,1,1,1,0,0
70,COL,West,82,49,33,7,105,289,257,32,1,0,0,0,0
70,STL,West,82,48,34,5,101,268,250,18,1,0,0,0,0
70,BOS,East,82,47,35,7,101,280,243,37,1,1,1,1,1
70,FLA,East,82,44,38,12,100,249,247,2,1,0,0,0,0
70,LAK,West,82,46,36,7,99,262,257,5,1,0,0,0,0
70,DAL,West,82,46,36,6,98,270,240,30,1,0,0,0,0
70,VGK,West,82,45,37,8,98,272,247,25,1,1,1,1,0
70,NYI,East,82,45,37,8,98,247,228,19,1,0,0,0,0
70,SJS,West,82,42,40,13,97,255,249,6,1,1,1,0,0
70,EDM,West,82,44,38,8,96,259,247,12,1,1,0,0,0
70,PHI,East,82,43,39,10,96,242,236,6,1,0,0,0,0
70,CGY,West,82,41,41,12,94,260,246,14,1,1,0,0,0
70,MIN,West,82,43,39,7,93,255,278,-23,0,0,0,0,0
70,BUF,East,82,42,40,9,93,279,257,22,1,0,0,0,0
70,NYR,East,82,41,41,10,92,266,278,-12,0,0,0,0,0
70,TBL,East,82,41,41,10,92,264,251,13,0,0,0,0,0
70,DET,East,82,41,41,7,89,245,266,-21,0,0,0,0,0
70,NJD,East,82,39,43,10,88,245,272,-27,0,0,0,0,0
70,PIT,East,82,39,43,8,86,276,274,2,0,0,0,0,0
70,SEA,West,82,37,45,12,86,248,252,-4,0,0,0,0,0
70,WSH,East,82,38,44,9,85,250,288,-38,0,0,0,0,0
70,WPG,West,82,37,45,11,85,259,278,-19,0,0,0,0,0
70,UTA,West,82,35,47,15,85,262,255,7,0,0,0,0,0
70,ANA,West,82,36,46,11,83,253,274,-21,0,0,0,0,0
70,MTL,East,82,36,46,11,83,238,247,-9,0,0,0,0,0
70,NSH,West,82,35,47,9,79,240,253,-13,0,0,0,0,0
70,TOR,East,82,32,50,13,77,236,262,-26,0,0,0,0,0
70,VAN,West,82,27,55,12,66,224,284,-60,0,0,0,0,0
70,CHI,West,82,24,58,13,61,187,282,-95,0,0,0,0,0
71,COL,West,82,52,30,5,109,283,250,33,1,0,0,0,0
71,OTT,East,82,50,32,9,109,272,239,33,1,0,0,0,0
71,FLA,East,82,49,33,11,109,286,257,29,1,0,0,0,0
71,DAL,West,82,51,31,6,108,303,265,38,1,0,0,0,0
71,MIN,West,82,49,33,6,104,274,254,20,1,1,0,0,0
71,NJD,East,82,48,34,8,104,259,242,17,1,1,0,0,0
71,STL,West,82,47,35,8,102,269,238,31,1,1,0,0,0
71,EDM,West,82,45,37,10,100,278,277,1,1,0,0,0,0
71,PIT,East,82,42,40,15,99,267,248,19,1,0,0,0,0
71,CGY,West,82,41,41,16,98,251,240,11,1,0,0,0,0
71,UTA,West,82,45,37,7,97,257,251,6,1,1,1,1,0
71,NYI,East,82,43,39,11,97,263,249,14,1,1,0,0,0
71,VGK,West,82,42,40,12,96,271,262,9,1,1,1,0,0
71,BUF,East,82,39,43,16,94,259,255,4,1,0,0,0,0
71,DET,East,82,38,44,17,93,261,254,7,1,1,1,0,0
71,PHI,East,82,38,44,15,91,237,257,-20,1,1,1,1,1
71,LAK,West,82,39,43,12,90,247,261,-14,0,0,0,0,0
71,MTL,East,82,41,41,7,89,283,277,6,0,0,0,0,0
71,SEA,West,82,41,41,7,89,262,255,7,0,0,0,0,0
71,TBL,East,82,41,41,6,88,265,260,5,0,0,0,0,0
71,VAN,West,82,39,43,10,88,232,244,-12,0,0,0,0,0
71,CBJ,East,82,38,44,12,88,243,270,-27,0,0,0,0,0
71,WSH,East,82,35,47,18,88,241,268,-27,0,0,0,0,0
71,ANA,West,82,39,43,9,87,243,252,-9,0,0,0,0,0
71,NYR,East,82,40,42,6,86,250,246,4,0,0,0,0,0
71,NSH,West,82,38,44,9,85,259,268,-9,0,0,0,0,0
71,SJS,West,82,39,43,5,83,236,277,-41,0,0,0,0,0
71,CAR,East,82,38,44,7,83,265,266,-1,0,0,0,0,0
71,TOR,East,82,36,46,11,83,243,259,-16,0,0,0,0,0
71,CHI,West,82,33,49,17,83,222,249,-27,0,0,0,0,0
71,BOS,East,82,28,54,17,73,244,286,-42,0,0,0,0,0
71,WPG,West,82,28,54,14,70,233,282,-49,0,0,0,0,0
72,CAR,East,82,52,30,10,114,303,233,70,1,1,0,0,0
72,TBL,East,82,52,30,6,110,296,241,55,1,1,1,1,0
