sim,team,conference,gp,wins,losses,ot_losses,points,goals_for,goals_against,goal_differential,playoffs,second_round,third_round,final,champion
26,COL,West,82,47,35,5,99,294,257,37,1,0,0,0,0
26,FLA,East,82,47,35,4,98,288,243,45,1,0,0,0,0
26,EDM,West,82,42,40,6,90,258,255,3,1,0,0,0,0
26,CGY,West,82,40,42,10,90,232,251,-19,1,1,0,0,0
26,TBL,East,82,41,41,6,88,270,278,-8,1,0,0,0,0
26,NYR,East,82,41,41,6,88,247,272,-25,1,1,0,0,0
26,DAL,West,82,40,42,8,88,258,254,4,1,1,1,1,0
26,LAK,West,82,39,43,10,88,263,258,5,1,1,0,0,0
26,NYI,East,82,41,41,5,87,253,238,15,0,0,0,0,0
26,BOS,East,82,40,42,7,87,268,250,18,0,0,0,0,0
26,BUF,East,82,39,43,9,87,220,241,-21,0,0,0,0,0
26,SJS,West,82,38,44,10,86,233,244,-11,1,0,0,0,0
26,VGK,West,82,40,42,5,85,272,271,1,0,0,0,0,0
26,NJD,East,82,39,43,7,85,269,254,15,0,0,0,0,0
26,TOR,East,82,39,43,7,85,253,274,-21,0,0,0,0,0
26,STL,West,82,39,43,7,85,248,243,5,0,0,0,0,0
26,WSH,East,82,37,45,10,84,251,280,-29,0,0,0,0,0
26,MIN,West,82,38,44,7,83,253,257,-4,0,0,0,0,0
26,CBJ,East,82,37,45,9,83,283,289,-6,0,0,0,0,0
26,PHI,East,82,37,45,9,83,247,263,-16,0,0,0,0,0
26,WPG,West,82,37,45,5,79,258,284,-26,0,0,0,0,0
26,VAN,West,82,34,48,9,77,221,257,-36,0,0,0,0,0
26,ANA,West,82,34,48,7,75,222,249,-27,0,0,0,0,0
26,SEA,West,82,31,51,7,69,217,272,-55,0,0,0,0,0
26,CHI,West,82,30,52,7,67,221,289,-68,0,0,0,0,0
27,CAR,East,82,49,33,5,103,291,240,51,1,1,0,0,0
27,NJD,East,82,46,36,10,102,286,243,43,1,1,1,0,0
27,UTA,West,82,48,34,5,101,268,234,34,1,0,0,0,0
27,COL,West,82,46,36,9,101,294,241,53,1,0,0,0,0
27,LAK,West,82,47,35,3,97,271,262,9,1,1,0,0,0
27,VGK,West,82,46,36,4,96,279,247,32,1,0,0,0,0
27,MTL,East,82,41,41,12,94,251,255,-4,1,1,0,0,0
27,MIN,West,82,45,37,3,93,267,258,9,1,1,1,1,0
27,DAL,West,82,44,38,5,93,230,250,-20,1,0,0,0,0
27,TOR,East,82,42,40,9,93,263,255,8,1,0,0,0,0
27,SEA,West,82,42,40,8,92,255,262,-7,1,1,0,0,0
27,PIT,East,82,43,39,5,91,274,263,11,1,1,1,1,1
27,EDM,West,82,43,39,5,91,256,258,-2,1,1,1,0,0
27,CGY,West,82,43,39,5,91,243,230,13,0,0,0,0,0
27,NSH,West,82,40,42,11,91,268,250,18,0,0,0,0,0
27,NYI,East,82,43,39,4,90,237,237,0,1,0,0,0,0
27,NYR,East,82,40,42,10,90,265,243,22,1,0,0,0,0
27,SJS,West,82,40,42,10,90,237,236,1,0,0,0,0,0
27,TBL,East,82,41,41,6,88,253,249,4,1,0,0,0,0
27,CHI,West,82,38,44,12,88,243,239,4,0,0,0,0,0
27,STL,West,82,41,41,5,87,256,262,-6,0,0,0,0,0
27,OTT,East,82,40,42,7,87,243,253,-10,0,0,0,0,0
27,WSH,East,82,41,41,2,84,229,256,-27,0,0,0,0,0
27,PHI,East,82,37,45,9,83,238,250,-12,0,0,0,0,0
27,FLA,East,82,40,42,2,82,259,265,-6,0,0,0,0,0
27,BUF,East,82,36,46,10,82,241,247,-6,0,0,0,0,0
27,ANA,West,82,38,44,4,80,244,251,-7,0,0,0,0,0
27,BOS,East,82,37,45,5,79,236,275,-39,0,0,0,0,0
27,WPG,West,82,34,48,11,79,238,279,-41,0,0,0,0,0
27,CBJ,East,82,35,47,4,74,235,266,-31,0,0,0,0,0
27,DET,East,82,34,48,6,74,232,265,-33,0,0,0,0,0
27,VAN,West,82,32,50,5,69,215,276,-61,0,0,0,0,0
28,STL,West,82,50,32,8,108,302,233,69,1,0,0,0,0
28,OTT,East,82,50,32,5,105,267,240,27,1,0,0,0,0
28,CGY,West,82,48,34,8,104,260,233,27,1,0,0,0,0
28,COL,West,82,50,32,3,103,280,244,36,1,0,0,0,0
28,LAK,West,82,48,34,7,103,284,236,48,1,1,0,0,0
28,VGK,West,82,51,31,0,102,303,257,46,1,0,0,0,0
28,CAR,East,82,48,34,4,100,301,248,53,1,1,1,1,1
28,UTA,West,82,47,35,5,99,275,252,23,1,1,0,0,0
28,PHI,East,82,45,37,8,98,237,219,18,1,1,1,0,0
28,EDM,West,82,44,38,9,97,290,274,16,1,1,1,1,0
28,NJD,East,82,46,36,4,96,279,239,40,1,0,0,0,0
28,TBL,East,82,43,39,7,93,260,238,22,1,1,0,0,0
28,WPG,West,82,43,39,6,92,251,257,-6,1,1,1,0,0
28,MTL,East,82,42,40,7,91,265,263,2,1,0,0,0,0
28,MIN,West,82,41,41,8,90,260,242,18,0,0,0,0,0
28,BOS,East,82,41,41,8,90,236,252,-16,1,0,0,0,0
28,NSH,West,82,40,42,10,90,250,241,9,0,0,0,0,0
28,DET,East,82,38,44,11,87,243,260,-17,1,1,0,0,0
28,CBJ,East,82,40,42,4,84,222,250,-28,0,0,0,0,0
28,FLA,East,82,37,45,9,83,252,270,-18,0,0,0,0,0
28,WSH,East,82,36,46,11,83,228,252,-24,0,0,0,0,0
28,SJS,West,82,38,44,6,82,227,280,-53,0,0,0,0,0
28,DAL,West,82,37,45,7,81,232,249,-17,0,0,0,0,0
28,SEA,West,82,37,45,5,79,247,280,-33,0,0,0,0,0
28,NYR,East,82,34,48,11,79,225,250,-25,0,0,0,0,0
28,BUF,East,82,37,45,4,78,212,263,-51,0,0,0,0,0
28,PIT,East,82,35,47,8,78,256,278,-22,0,0,0,0,0
28,ANA,West,82,34,48,9,77,237,260,-23,0,0,0,0,0
28,TOR,East,82,36,46,4,76,234,266,-32,0,0,0,0,0
28,NYI,East,82,34,48,8,76,242,250,-8,0,0,0,0,0
28,VAN,West,82,34,48,8,76,216,262,-46,0,0,0,0,0
28,CHI,West,82,28,54,10,66,225,260,-35,0,0,0,0,0
29,MIN,West,82,54,28,6,114,288,224,64,1,0,0,0,0
29,BOS,East,82,50,32,7,107,277,248,29,1,1,0,0,0
29,PIT,East,82,50,32,2,102,272,251,21,1,0,0,0,0
29,EDM,West,82,49,33,4,102,283,240,43,1,0,0,0,0
29,STL,West,82,47,35,5,99,271,243,28,1,0,0,0,0
29,COL,West,82,47,35,4,98,287,250,37,1,1,0,0,0
29,DAL,West,82,46,36,5,97,254,236,18,1,0,0,0,0
29,WPG,West,82,43,39,8,94,261,258,3,1,1,1,1,0
29,VGK,West,82,44,38,5,93,282,271,11,1,1,0,0,0
29,OTT,East,82,44,38,5,93,259,250,9,1,0,0,0,0
29,MTL,East,82,43,39,7,93,255,237,18,1,0,0,0,0
29,CBJ,East,82,44,38,4,92,247,249,-2,1,1,1,1,1
29,SEA,West,82,43,39,6,92,278,242,36,1,1,1,0,0
29,NYI,East,82,41,41,9,91,252,243,9,1,1,0,0,0
29,ANA,West,82,43,39,4,90,254,247,7,0,0,0,0,0
29,CAR,East,82,41,41,8,90,294,282,12,1,1,1,0,0
29,SJS,West,82,40,42,10,90,270,272,-2,0,0,0,0,0
29,NSH,West,82,42,40,5,89,261,242,19,0,0,0,0,0
29,TBL,East,82,42,40,3,87,245,243,2,1,0,0,0,0
29,TOR,East,82,39,43,8,86,244,265,-21,0,0,0,0,0
29,PHI,East,82,38,44,10,86,248,282,-34,0,0,0,0,0
29,NYR,East,82,39,43,5,83,281,279,2,0,0,0,0,0
29,FLA,East,82,38,44,5,81,258,260,-2,0,0,0,0,0
29,CHI,West,82,36,46,8,80,203,235,-32,0,0,0,0,0
29,UTA,West,82,38,44,3,79,270,282,-12,0,0,0,0,0
29,BUF,East,82,35,47,8,78,246,269,-23,0,0,0,0,0
29,DET,East,82,35,47,7,77,206,253,-47,0,0,0,0,0
29,LAK,West,82,34,48,7,75,250,274,-24,0,0,0,0,0
29,WSH,East,82,33,49,9,75,225,259,-34,0,0,0,0,0
29,CGY,West,82,32,50,9,73,223,265,-42,0,0,0,0,0
29,NJD,East,82,33,49,3,69,225,278,-53,0,0,0,0,0
29,VAN,West,82,29,53,9,67,222,262,-40,0,0,0,0,0
30,EDM,West,82,54,28,4,112,285,225,60,1,1,0,0,0
30,CAR,East,82,51,31,5,107,282,232,50,1,1,0,0,0
30,COL,West,82,51,31,4,106,298,255,43,1,0,0,0,0
30,STL,West,82,51,31,3,105,265,245,20,1,1,1,1,0
30,VGK,West,82,49,33,4,102,292,258,34,1,0,0,0,0
30,NYR,East,82,47,35,8,102,256,264,-8,1,0,0,0,0
30,OTT,East,82,44,38,12,100,270,235,35,1,1,1,1,1
30,PIT,East,82,47,35,5,99,272,263,9,1,1,0,0,0
30,LAK,West,82,47,35,4,98,280,270,10,1,1,0,0,0
30,BUF,East,82,45,37,7,97,251,227,24,1,0,0,0,0
30,NJD,East,82,43,39,9,95,263,260,3,1,0,0,0,0
30,NYI,East,82,43,39,9,95,246,239,7,1,1,1,0,0
30,CBJ,East,82,43,39,7,93,259,255,4,1,0,0,0,0
30,UTA,West,82,42,40,6,90,279,269,10,1,0,0,0,0
30,DAL,West,82,40,42,10,90,262,262,0,1,1,1,0,0
30,CGY,West,82,40,42,9,89,255,268,-13,1,0,0,0,0
30,NSH,West,82,41,41,6,88,279,266,13,0,0,0,0,0
30,SEA,West,82,40,42,6,86,235,266,-31,0,0,0,0,0
30,ANA,West,82,38,44,10,86,234,248,-14,0,0,0,0,0
30,FLA,East,82,40,42,5,85,256,257,-1,0,0,0,0,0
30,PHI,East,82,39,43,7,85,260,290,-30,0,0,0,0,0
30,WSH,East,82,39,43,6,84,244,255,-11,0,0,0,0,0
30,TBL,East,82,38,44,8,84,276,252,24,0,0,0,0,0
30,MTL,East,82,39,43,5,83,247,247,0,0,0,0,0,0
30,WPG,West,82,37,45,8,82,260,273,-13,0,0,0,0,0
30,MIN,West,82,37,45,7,81,242,258,-16,0,0,0,0,0
30,SJS,West,82,32,50,12,76,257,282,-25,0,0,0,0,0
30,TOR,East,82,34,48,6,74,260,285,-25,0,0,0,0,0
30,BOS,East,82,34,48,6,74,234,272,-38,0,0,0,0,0
30,VAN,West,82,32,50,9,73,234,243,-9,0,0,0,0,0
30,DET,East,82,30,52,7,67,230,287,-57,0,0,0,0,0
30,CHI,West,82,25,57,11,61,201,256,-55,0,0,0,0,0
31,CAR,East,82,57,25,6,120,310,240,70,1,1,0,0,0
31,TBL,East,82,53,29,5,111,281,239,42,1,0,0,0,0
31,PIT,East,82,50,32,6,106,255,247,8,1,0,0,0,0
31,EDM,West,82,50,32,2,102,276,248,28,1,0,0,0,0
31,COL,West,82,47,35,5,99,274,239,35,1,1,0,0,0
31,DET,East,82,43,39,10,96,247,254,-7,1,0,0,0,0
31,OTT,East,82,42,40,11,95,271,267,4,1,1,0,0,0
31,VGK,West,82,42,40,11,95,270,253,17,1,1,1,1,0
31,TOR,East,82,43,39,7,93,249,239,10,1,1,1,0,0
31,PHI,East,82,44,38,4,92,251,237,14,1,1,1,1,1
31,MIN,West,82,43,39,5,91,291,259,32,1,1,0,0,0
31,SEA,West,82,41,41,9,91,258,255,3,1,0,0,0,0
31,BOS,East,82,40,42,11,91,269,244,25,1,0,0,0,0
31,DAL,West,82,41,41,8,90,265,274,-9,1,0,0,0,0
31,NSH,West,82,41,41,8,90,256,241,15,1,0,0,0,0
31,NYR,East,82,40,42,10,90,255,253,2,0,0,0,0,0
31,MTL,East,82,42,40,5,89,262,249,13,0,0,0,0,0
31,CGY,West,82,42,40,4,88,256,275,-19,1,1,1,0,0
31,WPG,West,82,42,40,3,87,248,267,-19,0,0,0,0,0
31,SJS,West,82,39,43,7,85,255,272,-17,0,0,0,0,0
31,STL,West,82,36,46,13,85,253,273,-20,0,0,0,0,0
31,ANA,West,82,38,44,8,84,260,266,-6,0,0,0,0,0
31,VAN,West,82,36,46,12,84,240,271,-31,0,0,0,0,0
31,NYI,East,82,39,43,5,83,235,267,-32,0,0,0,0,0
31,NJD,East,82,37,45,9,83,244,259,-15,0,0,0,0,0
31,FLA,East,82,38,44,4,80,260,280,-20,0,0,0,0,0
31,LAK,West,82,36,46,8,80,262,260,2,0,0,0,0,0
31,UTA,West,82,36,46,7,79,275,265,10,0,0,0,0,0
31,WSH,East,82,36,46,7,79,247,246,1,0,0,0,0,0
31,BUF,East,82,34,48,8,76,232,267,-35,0,0,0,0,0
31,CHI,West,82,33,49,8,74,207,255,-48,0,0,0,0,0
31,CBJ,East,82,31,51,7,69,224,277,-53,0,0,0,0,0
32,PHI,East,82,50,32,5,105,295,259,36,1,1,1,0,0
32,CGY,West,82,50,32,5,105,276,217,59,1,0,0,0,0
32,COL,West,82,50,32,1,101,282,263,19,1,1,1,1,1
32,OTT,East,82,48,34,5,101,298,260,38,1,1,1,1,0
32,CAR,East,82,48,34,3,99,286,250,36,1,1,0,0,0
32,NYI,East,82,44,38,11,99,283,253,30,1,0,0,0,0
32,SEA,West,82,43,39,10,96,273,245,28,1,0,0,0,0
32,NJD,East,82,45,37,5,95,290,244,46,1,1,0,0,0
32,PIT,East,82,45,37,3,93,261,273,-12,1,0,0,0,0
32,FLA,East,82,44,38,5,93,251,239,12,1,0,0,0,0
32,DAL,West,82,43,39,6,92,249,237,12,1,1,0,0,0
32,MTL,East,82,41,41,9,91,259,229,30,1,0,0,0,0
32,CBJ,East,82,43,39,4,90,249,265,-16,0,0,0,0,0
32,ANA,West,82,42,40,6,90,257,255,2,1,0,0,0,0
32,MIN,West,82,40,42,10,90,239,233,6,1,1,1,0,0
32,UTA,West,82,42,40,5,89,278,267,11,1,0,0,0,0
32,BUF,East,82,41,41,7,89,253,271,-18,0,0,0,0,0
32,DET,East,82,39,43,10,88,244,262,-18,0,0,0,0,0
32,NYR,East,82,39,43,9,87,269,260,9,0,0,0,0,0
32,SJS,West,82,41,41,4,86,279,253,26,1,1,0,0,0
32,STL,West,82,40,42,6,86,265,267,-2,0,0,0,0,0
32,NSH,West,82,38,44,8,84,250,256,-6,0,0,0,0,0
32,WPG,West,82,35,47,14,84,244,272,-28,0,0,0,0,0
32,VGK,West,82,40,42,3,83,264,278,-14,0,0,0,0,0
32,EDM,West,82,40,42,3,83,244,265,-21,0,0,0,0,0
32,LAK,West,82,40,42,3,83,234,252,-18,0,0,0,0,0
32,WSH,East,82,35,47,12,82,216,258,-42,0,0,0,0,0
32,TBL,East,82,38,44,4,80,253,256,-3,0,0,0,0,0
32,BOS,East,82,35,47,6,76,249,283,-34,0,0,0,0,0
32,CHI,West,82,33,49,9,75,218,266,-48,0,0,0,0,0
32,VAN,West,82,30,52,13,73,212,255,-43,0,0,0,0,0
32,TOR,East,82,30,52,6,66,206,283,-77,0,0,0,0,0
33,CAR,East,82,49,33,10,108,314,273,41,1,0,0,0,0
33,STL,West,82,48,34,12,108,273,241,32,1,1,1,1,0
33,FLA,East,82,50,32,6,106,285,228,57,1,1,1,1,1
33,OTT,East,82,47,35,10,104,296,252,44,1,1,1,0,0
33,EDM,West,82,49,33,5,103,279,229,50,1,0,0,0,0
33,NYR,East,82,44,38,14,102,280,250,30,1,1,0,0,0
33,COL,West,82,48,34,5,101,305,279,26,1,1,1,0,0
33,PHI,East,82,44,38,8,96,276,253,23,1,0,0,0,0
33,NYI,East,82,44,38,8,96,269,273,-4,1,0,0,0,0
33,UTA,West,82,44,38,7,95,265,264,1,1,1,0,0,0
33,MTL,East,82,43,39,8,94,258,249,9,1,0,0,0,0
33,SEA,West,82,43,39,7,93,238,232,6,1,0,0,0,0
33,MIN,West,82,44,38,3,91,242,232,10,1,0,0,0,0
33,ANA,West,82,42,40,7,91,285,257,28,1,1,0,0,0
33,TBL,East,82,43,39,4,90,263,287,-24,1,1,0,0,0
33,NSH,West,82,43,39,4,90,231,237,-6,1,0,0,0,0
33,NJD,East,82,42,40,6,90,254,249,5,0,0,0,0,0
33,VGK,West,82,42,40,3,87,255,266,-11,0,0,0,0,0
33,DET,East,82,39,43,9,87,245,262,-17,0,0,0,0,0
33,BUF,East,82,38,44,11,87,248,249,-1,0,0,0,0,0
33,SJS,West,82,39,43,7,85,244,251,-7,0,0,0,0,0
33,WSH,East,82,37,45,11,85,229,257,-28,0,0,0,0,0
33,PIT,East,82,40,42,4,84,270,268,2,0,0,0,0,0
33,CGY,West,82,39,43,6,84,235,247,-12,0,0,0,0,0
33,DAL,West,82,37,45,8,82,259,269,-10,0,0,0,0,0
33,LAK,West,82,37,45,6,80,255,287,-32,0,0,0,0,0
33,CHI,West,82,34,48,10,78,227,255,-28,0,0,0,0,0
33,TOR,East,82,34,48,9,77,232,265,-33,0,0,0,0,0
33,WPG,West,82,34,48,7,75,248,280,-32,0,0,0,0,0
33,CBJ,East,82,31,51,12,74,250,286,-36,0,0,0,0,0
33,BOS,East,82,34,48,4,72,242,276,-34,0,0,0,0,0
33,VAN,West,82,30,52,7,67,227,276,-49,0,0,0,0,0
34,UTA,West,82,49,33,6,104,281,232,49,1,1,1,1,1
34,SJS,West,82,49,33,5,103,261,239,22,1,0,0,0,0
34,CBJ,East,82,49,33,3,101,282,227,55,1,1,0,0,0
34,COL,West,82,49,33,3,101,277,247,30,1,1,1,0,0
34,PIT,East,82,48,34,4,100,296,258,38,1,1,1,0,0
34,ANA,West,82,46,36,5,97,249,240,9,1,0,0,0,0
34,CAR,East,82,46,36,4,96,265,233,32,1,1,0,0,0
34,MIN,West,82,46,36,4,96,264,251,13,1,1,0,0,0
34,VGK,West,82,45,37,6,96,264,255,9,1,0,0,0,0
34,OTT,East,82,42,40,11,95,247,253,-6,1,1,1,1,0
34,BOS,East,82,44,38,4,92,243,242,1,1,0,0,0,0
34,NYR,East,82,43,39,6,92,263,268,-5,1,0,0,0,0
34,DAL,West,82,42,40,8,92,281,269,12,1,1,0,0,0
34,SEA,West,82,42,40,8,92,253,232,21,1,0,0,0,0
34,TOR,East,82,41,41,7,89,251,259,-8,1,0,0,0,0
34,CGY,West,82,40,42,8,88,266,244,22,0,0,0,0,0
34,TBL,East,82,43,39,1,87,245,262,-17,1,0,0,0,0
34,STL,West,82,41,41,5,87,267,250,17,0,0,0,0,0
34,NJD,East,82,41,41,5,87,266,257,9,0,0,0,0,0
34,FLA,East,82,40,42,7,87,273,274,-1,0,0,0,0,0
34,PHI,East,82,40,42,6,86,259,274,-15,0,0,0,0,0
34,BUF,East,82,40,42,5,85,221,253,-32,0,0,0,0,0
34,NSH,West,82,39,43,7,85,253,256,-3,0,0,0,0,0
34,EDM,West,82,38,44,9,85,266,248,18,0,0,0,0,0
34,LAK,West,82,37,45,8,82,253,276,-23,0,0,0,0,0
34,MTL,East,82,38,44,5,81,243,258,-15,0,0,0,0,0
34,WPG,West,82,36,46,6,78,233,266,-33,0,0,0,0,0
34,CHI,West,82,33,49,12,78,211,238,-27,0,0,0,0,0
34,NYI,East,82,36,46,5,77,244,268,-24,0,0,0,0,0
34,DET,East,82,32,50,10,74,222,241,-19,0,0,0,0,0
34,WSH,East,82,31,51,12,74,194,252,-58,0,0,0,0,0
34,VAN,West,82,26,56,10,62,190,261,-71,0,0,0,0,0
35,PIT,East,82,53,29,6,112,295,242,53,1,0,0,0,0
35,BOS,East,82,52,30,6,110,292,247,45,1,0,0,0,0
35,STL,West,82,51,31,6,108,300,244,56,1,0,0,0,0
35,DAL,West,82,47,35,7,101,259,237,22,1,0,0,0,0
35,UTA,West,82,46,36,9,101,286,254,32,1,1,1,0,0
35,CAR,East,82,45,37,10,100,291,261,30,1,0,0,0,0
35,OTT,East,82,47,35,5,99,266,257,9,1,0,0,0,0
35,PHI,East,82,44,38,10,98,273,270,3,1,1,1,0,0
35,BUF,East,82,45,37,5,95,256,241,15,1,1,1,1,0
35,NJD,East,82,44,38,7,95,265,240,25,1,1,0,0,0
35,LAK,West,82,45,37,3,93,259,249,10,1,1,0,0,0
35,NYI,East,82,44,38,5,93,308,259,49,1,1,0,0,0
35,EDM,West,82,43,39,5,91,287,262,25,1,0,0,0,0
35,CBJ,East,82,43,39,5,91,256,242,14,0,0,0,0,0
35,SEA,West,82,42,40,6,90,246,248,-2,1,0,0,0,0
35,FLA,East,82,43,39,2,88,249,259,-10,0,0,0,0,0
35,TOR,East,82,38,44,12,88,252,251,1,0,0,0,0,0
35,SJS,West,82,40,42,7,87,246,248,-2,1,1,1,1,1
35,TBL,East,82,38,44,10,86,259,266,-7,0,0,0,0,0
35,COL,West,82,39,43,6,84,278,269,9,1,1,0,0,0
35,MTL,East,82,39,43,6,84,251,274,-23,0,0,0,0,0
35,MIN,West,82,36,46,12,84,250,280,-30,0,0,0,0,0
35,WPG,West,82,36,46,11,83,254,249,5,0,0,0,0,0
35,ANA,West,82,39,43,4,82,226,257,-31,0,0,0,0,0
35,VGK,West,82,38,44,5,81,263,275,-12,0,0,0,0,0
35,CGY,West,82,35,47,11,81,247,268,-21,0,0,0,0,0
35,NYR,East,82,38,44,4,80,252,278,-26,0,0,0,0,0
35,NSH,West,82,37,45,6,80,246,275,-29,0,0,0,0,0
35,DET,East,82,34,48,9,77,235,258,-23,0,0,0,0,0
35,WSH,East,82,32,50,8,72,243,298,-55,0,0,0,0,0
35,VAN,West,82,31,51,8,70,210,283,-73,0,0,0,0,0
35,CHI,West,82,28,54,7,63,213,272,-59,0,0,0,0,0
36,PIT,East,82,51,31,6,108,267,218,49,1,0,0,0,0
36,CAR,East,82,53,29,0,106,319,285,34,1,1,0,0,0
36,NSH,West,82,50,32,4,104,288,259,29,1,1,1,1,1
36,OTT,East,82,50,32,3,103,277,243,34,1,1,0,0,0
36,TBL,East,82,48,34,6,102,252,236,16,1,0,0,0,0
36,NYR,East,82,43,39,13,99,285,247,38,1,1,1,1,0
36,COL,West,82,46,36,5,97,280,239,41,1,1,1,0,0
36,DAL,West,82,44,38,6,94,267,254,13,1,1,0,0,0
36,SJS,West,82,44,38,6,94,263,268,-5,1,1,0,0,0
36,UTA,West,82,43,39,7,93,268,240,28,1,0,0,0,0
36,EDM,West,82,44,38,4,92,258,231,27,1,0,0,0,0
36,FLA,East,82,43,39,6,92,264,240,24,1,0,0,0,0
36,WPG,West,82,42,40,7,91,267,236,31,1,0,0,0,0
36,PHI,East,82,42,40,5,89,259,260,-1,1,0,0,0,0
36,ANA,West,82,41,41,7,89,248,261,-13,1,0,0,0,0
36,STL,West,82,38,44,13,89,258,257,1,0,0,0,0,0
36,MTL,East,82,40,42,5,85,227,241,-14,1,1,1,0,0
36,TOR,East,82,38,44,9,85,236,240,-4,0,0,0,0,0
36,LAK,West,82,40,42,4,84,253,292,-39,0,0,0,0,0
36,VGK,West,82,40,42,4,84,249,253,-4,0,0,0,0,0
36,VAN,West,82,38,44,8,84,220,234,-14,0,0,0,0,0
36,BOS,East,82,37,45,10,84,257,260,-3,0,0,0,0,0
36,NYI,East,82,39,43,5,83,263,270,-7,0,0,0,0,0
36,BUF,East,82,38,44,7,83,257,255,2,0,0,0,0,0
36,SEA,West,82,39,43,4,82,234,249,-15,0,0,0,0,0
36,CBJ,East,82,38,44,6,82,251,271,-20,0,0,0,0,0
36,MIN,West,82,35,47,8,78,253,284,-31,0,0,0,0,0
36,DET,East,82,35,47,6,76,267,295,-28,0,0,0,0,0
36,CGY,West,82,34,48,6,74,222,257,-35,0,0,0,0,0
36,CHI,West,82,34,48,6,74,220,256,-36,0,0,0,0,0
36,WSH,East,82,35,47,3,73,253,279,-26,0,0,0,0,0
36,NJD,East,82,30,52,5,65,238,310,-72,0,0,0,0,0
37,COL,West,82,53,29,4,110,311,248,63,1,0,0,0,0
37,VGK,West,82,53,29,3,109,300,245,55,1,1,1,1,1
37,CAR,East,82,52,30,2,106,301,241,60,1,1,0,0,0
37,DAL,West,82,51,31,3,105,277,234,43,1,1,1,0,0
37,PIT,East,82,45,37,8,98,273,266,7,1,0,0,0,0
37,BOS,East,82,43,39,10,96,269,258,11,1,0,0,0,0
37,SEA,West,82,44,38,6,94,246,235,11,1,0,0,0,0
37,TBL,East,82,45,37,3,93,277,257,20,1,1,0,0,0
37,MIN,West,82,44,38,5,93,266,244,22,1,1,0,0,0
37,FLA,East,82,44,38,5,93,262,273,-11,1,0,0,0,0
37,UTA,West,82,42,40,9,93,277,267,10,1,0,0,0,0
37,OTT,East,82,43,39,6,92,252,247,5,1,1,1,0,0
37,NYI,East,82,42,40,7,91,254,242,12,1,1,1,1,0
37,NSH,West,82,41,41,8,90,260,271,-11,1,0,0,0,0
37,MTL,East,82,40,42,9,89,255,253,2,1,0,0,0,0
37,ANA,West,82,40,42,8,88,240,236,4,1,1,0,0,0
37,WSH,East,82,38,44,12,88,224,227,-3,0,0,0,0,0
37,SJS,West,82,39,43,9,87,237,252,-15,0,0,0,0,0
37,STL,West,82,40,42,6,86,236,262,-26,0,0,0,0,0
37,EDM,West,82,41,41,3,85,239,250,-11,0,0,0,0,0
37,LAK,West,82,40,42,5,85,271,275,-4,0,0,0,0,0
37,NJD,East,82,39,43,7,85,265,271,-6,0,0,0,0,0
37,CGY,West,82,39,43,6,84,226,234,-8,0,0,0,0,0
37,NYR,East,82,38,44,8,84,251,260,-9,0,0,0,0,0
37,DET,East,82,37,45,9,83,238,254,-16,0,0,0,0,0
37,PHI,East,82,39,43,4,82,264,276,-12,0,0,0,0,0
37,CBJ,East,82,39,43,4,82,237,254,-17,0,0,0,0,0
37,BUF,East,82,38,44,5,81,253,256,-3,0,0,0,0,0
37,WPG,West,82,32,50,11,75,266,301,-35,0,0,0,0,0
37,TOR,East,82,32,50,6,70,218,247,-29,0,0,0,0,0
37,VAN,West,82,30,52,9,69,211,275,-64,0,0,0,0,0
37,CHI,West,82,29,53,11,69,213,258,-45,0,0,0,0,0
38,MIN,West,82,52,30,7,111,289,236,53,1,1,1,1,1
38,COL,West,82,49,33,11,109,294,227,67,1,1,1,0,0
38,OTT,East,82,50,32,7,107,276,253,23,1,0,0,0,0
38,FLA,East,82,49,33,5,103,274,233,41,1,1,1,1,0
38,CAR,East,82,49,33,1,99,300,260,40,1,1,1,0,0
38,NYI,East,82,46,36,6,98,239,221,18,1,0,0,0,0
38,NSH,West,82,46,36,5,97,276,251,25,1,0,0,0,0
38,LAK,West,82,47,35,2,96,251,247,4,1,0,0,0,0
38,VGK,West,82,46,36,4,96,264,273,-9,1,1,0,0,0
38,DET,East,82,44,38,8,96,253,231,22,1,1,0,0,0
38,EDM,West,82,44,38,7,95,274,258,16,1,1,0,0,0
38,UTA,West,82,45,37,3,93,268,256,12,1,0,0,0,0
38,NJD,East,82,44,38,5,93,257,273,-16,1,0,0,0,0
38,PIT,East,82,43,39,7,93,252,252,0,1,0,0,0,0
38,MTL,East,82,41,41,10,92,245,225,20,1,1,0,0,0
38,TBL,East,82,43,39,5,91,275,260,15,0,0,0,0,0
38,STL,West,82,42,40,7,91,250,244,6,1,0,0,0,0
38,WSH,East,82,42,40,3,87,261,280,-19,0,0,0,0,0
38,CBJ,East,82,39,43,8,86,256,260,-4,0,0,0,0,0
38,WPG,West,82,37,45,10,84,229,251,-22,0,0,0,0,0
38,PHI,East,82,39,43,5,83,243,273,-30,0,0,0,0,0
38,NYR,East,82,38,44,7,83,247,283,-36,0,0,0,0,0
38,TOR,East,82,39,43,3,81,221,241,-20,0,0,0,0,0
38,SJS,West,82,37,45,7,81,249,252,-3,0,0,0,0,0
38,ANA,West,82,37,45,6,80,239,264,-25,0,0,0,0,0
38,DAL,West,82,36,46,8,80,259,266,-7,0,0,0,0,0
38,CGY,West,82,32,50,13,77,261,257,4,0,0,0,0,0
